baseline_energy,rl_energy
235.96598051678492,165.17618636174944
278.58424579650443,195.00897205755308
563.5981803626153,394.51872625383066
709.6678437354412,496.7674906148088
226.99809274125465,158.89866491887824
640.4907554249878,448.34352879749144
404.7911875700313,283.35383129902186
487.1170219517135,340.9819153661995
757.3157299073393,530.1210109351375
399.18290284150726,279.42803198905506
479.2021603636916,335.4415122545841
208.20944885640867,145.74661419948606
248.95923200290304,174.2714624020321
355.15495468087045,248.6084682766093
216.71134449264463,151.69794114485123
578.8251956289506,405.1776369402654
455.8390140809735,319.08730985668143
528.8871216368132,370.2209851457692
304.7883115377977,213.3518180764584
377.5592176619697,264.29145236337877
598.294684911635,418.8062794381445
779.1816341782398,545.4271439247678
230.25006416132555,161.1750449129279
734.2305925131596,513.9614147592117
546.1287207867251,382.29010455070755
538.3517400533742,376.84621803736195
500.1671211246562,350.1169847872593
241.63645154251003,169.14551607975702
253.9261110416964,177.74827772918746
560.5472033954517,392.38304237681615
404.5751428613349,283.2026000029344
750.3608399466084,525.2525879626259
443.95432241568335,310.76802569097833
285.96887522158465,200.17821265510923
628.8313001012216,440.1819100708551
376.0120528646059,263.2084370052241
515.2821844135359,360.6975290894751
618.699671303102,433.0897699121714
740.1584667212422,518.1109267048695
675.3147168810057,472.7203018167039
605.8166407236345,424.0716485065441
607.7799094370862,425.4459366059603
767.554786419252,537.2883504934764
377.4944584979216,264.24612094854507
200.66725651771245,140.4670795623987
363.1727356389192,254.22091494724344
330.7348277760464,231.51437944323249
597.100751068399,417.97052574787926
580.2269598593175,406.1588719015222
556.0768296228343,389.25378073598404
209.7460659256722,146.82224614797053
637.2668326703886,446.086782869272
394.1182474912949,275.8827732439064
599.0335934039787,419.32351538278505
533.947057101292,373.76293997090437
405.6385552567443,283.946988679721
280.7457602624646,196.52203218372523
256.6513385962885,179.65593701740193
698.9109998673341,489.23769990713384
751.0385252489348,525.7269676742543
589.8728280585797,412.9109796410057
262.06046891629,183.442328241403
441.2163301329445,308.85143109306114
637.3635200630943,446.15446404416593
667.8925304060408,467.5247712842285
270.9311733746532,189.65182136225724
200.01843130722943,140.01290191506058
627.282227528363,439.0975592698541
413.95770559172337,289.77039391420635
352.68879897095616,246.88215927966928
207.73848187371527,145.4169373116007
524.1796440568999,366.9257508398299
710.6904412555891,497.48330887891234
774.5789877635527,542.2052914344869
539.4469703679736,377.6128792575815
508.6767966439365,356.0737576507555
251.0338312935447,175.72368190548127
529.3236809255599,370.5265766478919
427.9874473792368,299.5912131654658
564.2811685301461,394.9968179711023
433.235808725928,303.2650661081496
344.17947407022007,240.92563184915403
256.9791651370259,179.88541559591812
388.95106675333744,272.2657467273362
257.9869005726514,180.59083040085596
306.13817049439035,214.29671934607325
792.4016951477275,594.3012713607957
466.4621341439712,326.5234939007798
519.1230599030099,363.3861419321069
724.1711172423292,506.9197820696304
797.3413402944127,558.1389382060888
549.6286696068089,384.7400687247662
687.484292626503,481.2390048385521
396.16461460200514,277.31523022140357
383.4463744683746,268.41246212786217
441.6222325967361,309.13556281771525
603.5043576041894,422.45305032293254
609.3150135530593,426.5205094871415
389.1436607896705,272.4005625527693
279.9259544819772,195.94816813738404
579.4377538793051,405.6064277155135
276.9955173132587,193.89686211928108
547.095504937598,382.9668534563186
616.0532768337854,431.23729378364976
620.366897836671,434.2568284856697
652.0832663957581,456.45828647703064
723.7156529393988,506.6009570575791
499.975395178873,349.98277662521105
638.1495137177427,446.7046596024199
571.503641219502,400.0525488536514
311.9839638786096,218.3887747150267
215.4137869216449,150.78965084515144
370.72483140616026,259.5073819843122
465.82022380257166,326.07415666180015
570.2635666571938,399.1844966600356
709.9755983019232,496.9829188113462
317.7474300236994,222.42320101658956
275.32987393908627,192.7309117573604
778.0879684845966,544.6615779392175
264.82673562584426,185.37871493809098
487.0946420643135,340.96624944501946
551.3382372759811,385.93676609318675
524.8246525444629,367.377256781124
251.61929421976592,176.13350595383613
234.21614840217163,163.95130388152012
263.29005647662143,184.303039533635
551.3526103235674,385.9468272264972
526.6069325805927,368.6248528064149
340.24447522204656,238.1711326554326
582.664485107355,407.8651395751484
692.0405012333897,484.42835086337277
224.94737590795623,157.46316313556935
498.8779661288255,349.21457629017783
613.5862472616142,429.5103730831299
351.38715624181225,245.97100936926856
384.6625431758895,269.26378022312264
568.1827417936303,397.72791925554117
738.7611760662421,517.1328232463694
685.9546521817397,480.16825652721775
549.8781314597501,384.91469202182503
638.1330306543496,446.6931214580447
418.8934821246792,293.2254374872754
584.5793168592546,409.2055218014782
479.7089546765342,335.7962682735739
313.96168187453657,219.7731773121756
621.0429643263543,434.73007502844797
533.8787824092932,373.7151476865052
415.17294917215486,290.6210644205084
746.8035140471784,522.7624598330249
212.56047069604,148.792329487228
389.4638907496976,272.6247235247883
234.12883866658797,163.89018706661156
659.9163897329763,461.9414728130834
621.2644724682756,434.8851307277929
398.8113312417902,279.1679318692531
605.3977413242438,423.7784189269707
437.5623357175699,306.2936350022989
653.7522748534606,457.62659239742237
472.5101976420236,330.7571383494165
447.3678366989993,313.1574856892995
760.8379492929806,532.5865645050864
350.5274599344201,245.36922195409406
272.26840399793923,190.58788279855744
550.7258679556749,385.5081075689724
781.5930873705073,547.1151611593551
426.703528236312,298.6924697654184
237.2220581772689,166.0554407240882
403.5831603857405,282.5082122700183
503.5589925917351,352.49129481421454
297.15380397932825,208.00766278552976
594.8613308338952,416.4029315837266
798.6496334061204,559.0547433842843
471.0436855888663,329.7305799122064
412.8371340381276,288.9859938266893
440.42250010068,308.295750070476
269.0877070371207,188.36139492598448
729.9641608557342,510.9749125990139
448.8953933128112,314.22677531896784
432.3646468549048,302.6552527984333
595.8141637582846,417.0699146307992
465.2200525586741,325.65403679107186
588.9400812847076,412.2580568992953
236.8677740784725,165.80744185493074
688.2340062333365,481.7638043633355
764.3023717276416,535.0116602093491
589.2592316956316,412.48146218694205
772.7395573152864,540.9176901207005
290.859388621978,203.60157203538458
486.4497136882122,340.51479958174855
561.0840403672684,392.7588282570878
549.0419884527121,384.32939191689843
440.877067453426,308.61394721739816
402.8506456197569,281.9954519338298
276.0944135302513,193.2660894711759
435.0454703373669,304.5318292361568
297.5964890632911,208.31754234430375
640.619405895331,448.4335841267317
325.298561296754,227.70899290772778
235.13918317072032,164.59742821950422
531.4196826903406,371.99377788323835
557.137839631641,389.99648774214864
723.1478367683033,506.20348573781223
546.1889674506092,382.3322772154264
407.2885122340674,285.1019585638472
681.8071289157923,477.2649902410546
524.1673359124527,366.91713513871684
247.56817077871503,173.2977195451005
539.510336187948,377.6572353315636
744.8111272529974,521.3677890770981
437.7875752989323,328.34068147419924
377.79548113988005,264.456836797916
286.081674210812,200.2571719475684
290.8673131612144,203.60711921285005
459.6628906050913,321.7640234235639
557.4078944969177,390.1855261478424
248.36924310176104,173.8584701712327
763.7411534150995,534.6188073905696
653.0801704671176,457.15611932698226
551.9743509701975,386.38204567913823
697.0632025633945,487.9442417943761
248.112054087268,173.6784378610876
486.1033266398746,340.27232864791216
578.055876116998,404.6391132818986
697.1917436709736,488.03422056968145
670.0817360295606,469.0572152206924
366.24154982803975,256.3690848796278
764.5281017355226,535.1696712148657
274.6075048585222,192.22525340096553
725.0801711726913,507.55611982088385
782.5641497627711,547.7949048339398
306.29211393357537,214.40447975350276
633.2396385222712,443.2677469655898
224.17131126679908,156.91991788675935
443.25369508349297,310.2775865584451
509.7699795186044,356.83898566302304
548.3871355457804,383.87099488204626
761.5623489491358,533.093644264395
603.3504123765168,422.34528866356175
488.7667707315422,342.1367395120795
685.8050217595336,480.0635152316735
770.3196925726454,539.2237848008517
213.2396892093745,149.26778244656214
789.5127633536232,552.6589343475362
251.6792834382082,176.17549840674573
688.6320675612568,482.04244729287973
368.2008515308475,257.74059607159325
279.3077946523231,195.51545625662615
463.91338382830094,324.73936867981064
586.3739476685681,410.46176336799766
428.571107014085,321.4283302605637
232.7392449696194,162.91747147873357
559.67668379523,391.773678656661
741.4419656664048,519.0093759664834
429.929219568351,300.9504536978457
329.7996665784962,230.85976660494734
465.5464075596892,325.8824852917824
229.01762662926853,160.31233864048795
692.292550688165,519.2194130161238
695.804486570112,487.06314059907834
552.8002780577771,386.96019464044394
411.8617333630337,288.30321335412356
679.87001866747,475.909013067229
532.8122148730204,372.9685504111142
695.5593851300098,486.8915695910068
578.8752755498124,405.21269288486866
670.6432839276783,469.4502987493748
559.137795930656,391.3964571514592
448.4846409293997,313.93924865057977
774.7675159556825,542.3372611689776
524.6682949273068,367.2678064491147
563.0537111243231,394.1375977870261
332.2925836488496,232.6048085541947
575.3904736563659,402.7733315594561
542.9645896897663,380.0752127828364
310.90303876821497,217.63212713775047
235.75225841188623,165.02658088832035
562.6155918288626,393.83091428020384
658.2153616101923,460.7507531271346
514.0408225532049,359.8285757872434
336.06357519178744,235.24450263425118
599.9131860158209,419.9392302110746
248.06343596576136,173.64440517603293
465.1002228811728,325.57015601682093
298.0200550390521,208.61403852733648
310.67543063593,217.472801445151
321.3763694949222,224.9634586464455
432.02423422638674,302.4169639584707
230.6901233722386,161.483086360567
438.6760645574589,307.0732451902212
507.0244682688205,354.91712778817435
489.9765709797951,342.9835996858566
429.67046024182434,300.769322169277
703.4879648424514,492.441575389716
287.19601545230245,201.0372108166117
503.4180462688244,352.39263238817705
237.22485017393257,166.0573951217528
242.69340732674584,169.88538512872208
544.3195098062578,381.0236568643804
539.6110549326926,377.7277384528848
726.8201077066742,508.7740753946719
534.7242053960439,374.3069437772307
775.8746122429101,543.112228570037
229.21690903995787,160.4518363279705
258.8046108684446,181.16322760791124
226.43951694222883,158.5076618595602
311.166110200124,217.8162771400868
524.7620665650069,367.33344659550477
587.3433088564568,411.14031619951976
227.35109476920127,159.14576633844086
767.5825339073596,537.3077737351516
705.2992259902287,493.70945819316006
377.9674892942559,264.57724250597914
246.3125181358808,172.41876269511656
301.9322439314344,211.35257075200408
276.1666482529836,193.3166537770885
273.9702675793681,191.77918730555766
511.13701319944033,357.7959092396082
347.5084654960402,243.2559258472281
414.88382991748665,290.41868094224066
793.7032000305935,555.5922400214154
610.5885493552069,427.4119845486448
769.3884002282008,538.5718801597405
285.5339330198693,199.87375311390852
429.2836848995415,300.49857942967907
532.8390819694125,372.98735737858874
246.0548371332428,172.23838599326996
202.51246617677472,141.7587263237423
602.2606002781505,421.5824201947053
585.0917100808613,409.5641970566029
446.4732859997671,312.53130019983695
493.7864456192196,345.6505119334537
449.26580035525376,314.48606024867763
214.4030269069333,150.0821188348533
401.22296373047743,280.8560746113342
306.2493532383739,214.3745472668617
259.0545134608212,181.33815942257485
774.0322603336099,541.8225822335269
559.6158350252994,391.7310845177095
637.1937705419616,446.0356393793731
389.2182459596705,272.45277217176937
435.8882776964091,305.1217943874863
342.1543963380341,239.50807743662384
258.1794025792548,180.72558180547836
307.41898246495026,215.19328772546518
678.5084271778915,474.955899024524
606.5274831102655,424.5692381771858
528.1573255912862,369.7101279139003
485.0539237200608,339.5377466040426
753.4605701936747,527.4223991355723
243.64096866720104,170.54867806704073
368.3604879427496,257.8523415599247
409.9627121424285,286.9738984996999
669.4554873276727,468.6188411293709
795.5087720971828,556.8561404680279
344.40230885429185,241.08161619800427
724.5844004822484,507.2090803375738
698.3736562590748,488.8615593813523
334.79443858506,234.35610700954197
439.5995481195336,307.7196836836735
445.8037215755115,312.062605102858
786.932401115935,550.8526807811545
308.535140827339,215.97459857913728
679.4947826628693,475.6463478640085
400.515628503866,280.3609399527062
638.5222074656963,446.9655452259874
452.0066025773977,316.40462180417836
547.015857869924,382.9111005089468
699.5670639956786,489.696944796975
682.4993389903304,477.7495372932313
719.8539101238201,503.89773708667406
235.7703952067954,165.03927664475677
615.2303318238469,430.6612322766928
283.9924260330577,198.7946982231404
449.4911408110466,314.6437985677326
529.1530490328131,370.40713432296917
441.64369084809846,309.1505835936689
511.7670054818045,358.2369038372631
797.9157852791715,558.54104969542
281.13038822771284,196.79127175939897
605.2736272018553,423.6915390412987
437.6005798313692,306.32040588195844
279.8058793443973,195.8641155410781
295.24205802458573,206.66944061721
769.5638637473702,538.694704623159
727.7608980270572,509.43262861894004
744.2251762490131,520.9576233743092
794.9196654964319,556.4437658475023
324.9892340051108,227.49246380357755
413.263602418437,289.2845216929059
601.53141795492,421.071992568444
490.2815239163883,343.1970667414718
451.0337200270001,315.7236040189
414.6867496013558,290.280724720949
556.2683791660713,389.3878654162499
545.3560571840492,381.7492400288344
296.87470043854404,207.81229030698083
483.0439025110634,338.13073175774434
532.0830657259099,372.4581460081369
542.1721632388343,379.52051426718396
326.0643157474111,228.24502102318777
645.362835351372,451.7539847459604
215.11945689264175,150.58361982484922
412.8991133258976,289.0293793281283
668.1275891213802,467.6893123849661
538.3357526332413,376.8350268432689
356.6974595065161,249.68822165456126
616.9718716058287,431.8803101240801
540.4345664936441,378.30419654555084
677.7461656738324,474.4223159716826
641.015111713894,448.7105781997258
566.0647532217408,396.24532725521857
492.9066051864884,345.03462363054183
279.90927540051405,195.93649278035983
356.79981073123025,249.75986751186116
451.4596837502512,316.02177862517584
559.5795722038332,391.70570054268325
508.2247131291829,355.757299190428
372.9107155757177,261.03750090300235
203.87861467382632,142.71503027167842
497.7435331404884,348.4204731983419
371.37559313734585,259.9629151961421
640.764980426321,448.5354862984247
214.3677591622901,150.05743141360307
550.8966867834745,385.6276807484321
764.8845425036393,535.4191797525475
304.6455602668997,213.25189218682976
482.9896944503572,338.09278611525
254.8531950902829,178.39723656319802
575.4091473568116,402.7864031497681
530.3190083577354,371.2233058504147
444.4193145276994,311.09352016938954
512.8262128842448,358.97834901897136
737.9447950814061,516.5613565569843
317.7765813866402,222.44360697064812
213.53870702320836,149.47709491624585
716.9989308194606,501.8992515736224
546.2702494327439,382.38917460292066
734.3950732771054,514.0765512939738
558.1671340479036,390.71699383353246
686.0966539758215,480.267657783075
457.8040180130888,320.46281260916214
649.9159587729613,454.94117114107286
747.8248801339136,523.4774160937394
543.2737782333238,407.45533367499286
308.4710903374277,215.9297632361994
361.2785690181189,252.8949983126832
319.1867461384435,223.43072229691043
348.11421655743976,243.67995159020782
383.8492696106218,268.6944887274352
533.0802720519131,373.15619043633916
552.7949776782997,386.95648437480975
455.8998483451167,319.1298938415817
569.2524678925013,398.47672752475086
248.9449553668196,174.26146875677372
252.672942234896,176.87105956442718
303.0976762145951,212.16837335021654
510.8464988242068,357.5925491769447
328.3968072189881,229.87776505329165
369.9706420955464,258.97944946688244
440.1877017037965,308.13139119265753
687.1196744062279,480.9837720843595
208.31728154771608,156.23796116078705
589.6272921419734,412.73910449938137
601.3259186244112,420.9281430370878
679.193468213982,475.4354277497874
759.6517634361879,531.7562344053315
212.0827093695739,148.45789655870172
292.2702233079297,204.58915631555078
731.7027764335958,512.191943503517
475.1111373122092,332.5777961185464
538.7543833600781,377.12806835205464
597.8163222338885,418.47142556372194
607.4399626973825,425.2079738881677
759.0442419899049,531.3309693929334
798.1696504470018,558.7187553129012
632.0944765585641,442.46613359099484
372.3327255230905,260.63290786616335
727.8514413766062,545.8885810324547
229.53254872445697,160.67278410711987
338.64851172469776,237.05395820728842
738.4314304782289,516.9020013347601
353.71490866361296,247.60043606452905
332.3906357730491,232.67344504113436
282.87517588414835,198.01262311890383
715.46705458815,500.82693821170494
500.034955514652,350.0244688602564
604.9359218324928,423.4551452827449
343.43983044501783,240.40788131151245
654.8242526067299,458.37697682471094
656.0033269772591,459.20232888408134
387.5588149449801,271.29117046148605
446.40957980616975,312.4867058643188
325.8141664581205,228.06991652068433
785.9366139937425,550.1556297956197
587.361546235047,411.15308236453285
760.7263284293093,532.5084299005165
382.0313261774799,267.4219283242359
669.1345477981338,468.3941834586936
659.5151863308452,461.6606304315916
614.9933911199249,430.4953737839474
779.3833851600803,545.5683696120561
436.13320166378935,327.099901247842
278.4303941538544,194.90127590769808
603.0253155464364,422.11772088250547
637.5858802863237,446.31011620042653
545.0363440752888,381.5254408527021
324.09073588003776,226.8635151160264
502.6735650016132,351.87149550112923
387.3138419414777,271.11968935903434
456.4799169000135,319.53594183000945
587.1311455067984,410.9918018547588
647.1288456145007,452.9901919301505
339.33481454080584,237.53437017856407
443.195216388172,310.2366514717204
361.4969425949775,271.1227069462331
319.1789683171215,223.42527782198502
670.032331997503,469.02263239825203
745.5516166621954,521.8861316635367
422.139311410746,295.4975179875222
650.7673546242602,455.5371482369821
738.1971736186466,516.7380215330526
707.674526318139,495.37216842269726
309.68803312353555,216.78162318647486
773.7751289080168,541.6425902356117
426.00586425767744,298.2041049803742
403.5443967043018,282.48107769301123
237.4587963666682,166.22115745666773
491.7041924629298,344.1929347240509
265.40816938455725,185.78571856919007
349.1238925564556,244.3867247895189
390.1655730603688,273.1159011422581
685.2957940950105,479.7070558665073
725.2931902375379,507.7052331662765
381.4797904768818,267.0358533338173
715.2188727467443,500.653210922721
714.3385624218746,500.03699369531216
658.7905702309241,461.15339916164686
288.0170684091089,201.6119478863762
614.1937081404374,429.93559569830614
767.0144387483413,536.9101071238389
609.5242872602942,426.6670010822059
398.9701094647004,279.27907662529026
500.3475904584988,350.24331332094914
587.4350260106321,411.20451820744245
506.3422452371021,354.4395716659714
271.9717650385819,190.38023552700733
387.2384267912124,271.06689875384865
681.4376183321795,477.0063328325256
716.8508276573104,501.7955793601173
282.38001962934214,197.66601374053948
771.4320514392348,540.0024360074643
397.2935707091656,278.10549949641586
597.388243238432,418.17177026690234
651.0950875740086,455.766561301806
687.1677407827301,481.01741854791106
767.4498213355581,537.2148749348906
387.7517288172936,271.4262101721055
715.1038727309327,500.57271091165285
279.0121420617242,195.30849944320693
623.0245438121556,436.11718066850887
645.1866377083916,451.63064639587407
606.6339447207922,424.6437613045545
351.3888416810918,245.97218917676423
723.825888209122,506.6781217463854
301.315078022237,210.9205546155659
232.1808749124985,162.52661243874894
630.4789943671473,441.33529605700306
485.2854291396402,339.6998003977481
709.4588119752057,496.62116838264393
430.0382846349554,301.02679924446875
300.9671531046277,210.6770071732394
701.8653154819218,491.30572083734523
529.345778984043,370.5420452888301
313.51747543421294,219.46223280394904
632.2303991518675,442.5612794063072
506.6681830937003,354.6677281655902
562.5877893441918,393.8114525409343
476.5390029239491,333.5773020467644
697.2253902908038,488.05777320356265
697.7376294098299,488.4163405868809
625.6332930946317,437.9433051662421
263.24082643787733,184.26857850651413
703.3123171424413,492.3186219997089
602.6077883197459,421.82545182382205
618.2144996025797,432.75014972180577
417.78970424232295,292.45279296962605
727.567733694204,509.29741358594276
635.2229601409144,444.6560720986401
267.5542799175167,187.28799594226166
444.6668206436976,311.2667744505883
731.828217176085,512.2797520232594
228.3180210184274,159.82261471289917
776.8499717852297,543.7949802496607
607.4975409917377,425.2482786942163
578.825586586026,405.1779106102182
362.3355538927949,253.63488772495643
349.2750732435062,244.49255127045433
765.2349316931573,535.66445218521
378.9634725404736,265.2744307783315
665.3031780313996,465.7122246219797
435.87307892424747,305.1111552469732
283.5524424708224,198.4867097295757
206.42917861721537,144.50042503205074
526.5544022091506,368.58808154640536
785.4672911293596,549.8271037905517
421.4817162855227,295.03720139986586
414.3154003958269,290.0207802770788
406.4549707096653,284.5184794967657
512.3263023829151,358.62841166804054
464.3989300545761,325.07925103820327
727.9487760362086,509.564143225346
503.3124750340942,352.3187325238659
504.6547029131413,353.2582920391989
283.022956832334,198.1160697826338
789.6437245462316,552.750607182362
349.98373452129783,244.98861416490845
244.0184404757616,170.8129083330331
597.8877493851253,418.5214245695877
557.2198220941236,390.0538754658865
449.0873923956474,314.36117467695317
453.3153403284068,317.32073822988474
671.0383526278588,469.7268468395011
317.4275840597894,222.19930884185257
692.1519913669338,484.50639395685363
589.2482683370108,412.47378783590756
451.3818642677146,315.9673049874002
474.8171699503212,332.3720189652248
353.9883243116575,247.79182701816023
651.2685996181849,455.8880197327294
507.72484538316064,355.40739176821245
392.5127256499061,274.7589079549342
557.6300694565701,390.34104861959906
797.4406712307938,558.2084698615556
461.1573677939323,322.8101574557526
752.4148404671718,526.6903883270202
407.0101039547396,284.9070727683177
232.83962415499155,162.98773690849407
322.54526382105735,225.78168467474012
451.21708599661054,315.85196019762736
331.7809571567414,232.24667000971897
200.13622293095327,140.09535605166727
749.0009226485164,524.3006458539614
706.3276467385574,494.42935271699014
645.3753388921682,451.7627372245177
300.6887573876172,210.48213017133205
272.21814572599163,190.55270200819413
240.56284968342987,168.3939947784009
634.4175132637527,444.09225928462683
757.2847764127312,530.0993434889118
458.3214925478222,320.8250447834755
271.4844031976289,190.03908223834023
507.435692439264,355.2049847074848
409.2991444751781,286.50940113262465
424.89495460999865,297.426468226999
572.7983744934244,400.95886214539706
631.2308679573214,441.86160757012493
266.3621593238965,186.45351152672754
221.35413848388583,154.94789693872008
796.5981816114289,557.6187271280002
339.6370093493311,237.74590654453175
232.29831494507545,162.6088204615528
313.925197457552,219.74763822028638
223.37470780907853,156.36229546635496
435.08653677030304,304.5605757392121
681.4410706707945,477.0087494695561
404.7466698546324,283.3226688982426
466.5100441270199,326.5570308889139
605.3520641404632,423.7464448983242
505.33644204192814,353.7355094293497
716.8674116127945,501.8071881289561
719.6214050274539,503.7349835192177
205.9464172946922,144.16249210628453
666.8277838899195,466.7794487229436
476.4401601450043,333.508112101503
793.3043247821978,555.3130273475384
489.9392455252611,342.9574718676827
792.1375672329785,554.496297063085
652.7416167234419,456.9191317064093
349.16293076798377,244.41405153758862
523.0369875721747,366.12589130052226
795.2813836871496,556.6969685810047
714.5183646511542,500.1628552558079
258.42013627473267,180.89409539231286
623.8231980859977,436.67623866019835
407.34775152248784,285.1434260657415
204.18935712820888,142.9325499897462
442.08858141619976,309.4620069913398
340.8526530349828,238.59685712448794
691.3215623122829,483.925093618598
402.3983653074593,281.6788557152215
696.5142163722903,487.5599514606032
200.3587633008772,140.25113431061402
384.6914900156715,269.28404301097004
344.6991285846572,241.28939000926005
340.1404166411665,238.09829164881654
240.91197185927763,168.63838030149432
312.274562246301,218.59219357241068
533.3297419313719,373.3308193519603
374.81664370264673,262.3716505918527
450.4368693974888,315.30580857824214
426.1201282083131,298.28408974581913
725.5429549999368,507.8800684999557
743.1793994063092,520.2255795844164
495.774182993516,347.0419280954612
398.09357018936265,278.66549913255386
264.08042240141816,184.8562956809927
772.041727629257,540.4292093404799
236.13616694017847,165.29531685812492
378.59016654096826,265.01311657867774
378.8397207020025,265.1878044914018
392.24077168412896,274.56854017889026
298.57210596344555,209.00047417441186
669.8968585542183,468.92780098795276
273.49871717959354,191.44910202571546
580.9439954918977,406.66079684432833
274.3076160234905,192.01533121644331
242.32138255577397,169.62496778904176
745.6577022115259,521.9603915480682
314.0772597912234,219.85408185385637
692.7500927358226,484.9250649150758
526.7785226642815,368.744965864997
246.71391176526177,172.69973823568324
773.2689148628405,541.2882404039883
348.1767001951355,243.72369013659483
715.7872072115639,501.0510450480947
301.2860034707385,210.90020242951692
712.3657292851117,498.65601049957814
207.9372877431764,145.55610142022346
507.0682739416884,354.9477917591819
661.665547652934,463.1658833570538
760.87731049567,532.614117346969
745.5212817238922,521.8648972067245
691.774921728587,484.2424452100108
732.9148097967825,549.6861073475868
319.5318115022459,223.6722680515721
370.5105774270372,259.357404198926
373.38111495263513,261.3667804668446
426.2323586010193,298.3626510207135
435.99240223111326,305.19468156177925
526.7331947928053,368.71323635496367
295.92785801986486,207.1495006139054
614.7479982715936,430.3235987901155
300.53992358270386,210.3779465078927
386.1850892627285,270.32956248390997
502.0070783636924,351.4049548545847
677.8643369140864,474.50503583986045
643.6815399432364,450.57707796026546
587.3206138463133,411.1244296924193
293.4639563481021,205.42476944367147
528.2272073693466,369.7590451585426
252.46790107993127,176.72753075595188
426.4179060779904,298.49253425459324
448.10991817397553,313.67694272178284
223.8868636674523,156.7208045672166
364.3928596819831,255.07500177738817
773.3896803598936,541.3727762519255
772.1795646978137,540.5256952884696
411.3962325515236,287.9773627860665
225.86006536899444,158.1020457582961
307.45696359690896,215.21987451783627
435.3306760601241,304.73147324208685
768.6678187815379,538.0674731470765
284.719438122311,199.30360668561767
658.1095062009274,460.6766543406491
265.20952362481523,185.64666653737066
788.7545464347661,552.1281825043362
428.969899465481,300.27892962583667
665.1407233394336,465.5985063376035
405.5546496866791,283.88825478067537
576.6013262952852,403.6209284066996
315.209650844022,220.6467555908154
287.6126115781775,215.70945868363313
762.8384837408788,533.9869386186151
750.5883667426601,525.411856719862
732.4813641277294,512.7369548894105
575.260070099956,402.6820490699692
684.9609267297669,479.47264871083684
241.42216214682492,168.99551350277744
400.8734251344075,280.61139759408525
388.2218748542937,271.7553123980056
581.387193171568,406.9710352200976
413.5746640823843,289.502264857669
289.1040689862085,202.37284829034596
557.8802452481262,390.51617167368835
688.6303524014488,482.0412466810141
429.2740966759839,300.4918676731887
279.36122905908906,195.55286034136233
318.01291838769384,222.60904287138567
342.4899831016304,239.74298817114126
379.93855579672174,265.9569890577052
585.6770423037855,409.9739296126498
560.5672907226315,392.397103505842
617.6479169402235,432.3535418581564
417.5011907189079,292.25083350323547
694.398591127987,486.0790137895908
322.45259669345614,225.71681768541927
